claim_no,accident_year,occurrence_period,dev_lag,payment_period,claim_size,payment_size,observed_flag
2320,1,1,1,1,236472.7,20460.8,1
2321,7,7,2,8,44227.215,40287.0,1
2321,7,7,2,8,44227.215,252.275,1
2321,7,7,9,15,44227.215,3687.94,0
2322,7,7,2,8,314394.0,314394.0,1
2323,9,9,1,9,50032.3,13404.0,1
2323,9,9,2,10,50032.3,36628.3,1
2324,8,8,5,12,848.002,848.002,0
2325,5,5,1,5,114461.42,4628.22,1
2325,5,5,2,6,114461.42,60566.7,1
2325,5,5,2,6,114461.42,49266.5,1
2326,9,9,2,10,54407.645,9462.11,1
2326,9,9,2,10,54407.645,44693.7,1
2326,9,9,3,11,54407.645,251.835,0
2327,7,7,2,8,82789.1,82789.1,1
2328,8,8,1,8,2283.88,2283.88,1
2329,4,4,1,4,17996.2,17996.2,1
2330,7,7,1,7,174375.605,703.725,1
2330,7,7,2,8,174375.605,13472.3,1
2330,7,7,2,8,174375.605,31228.1,1
2330,7,7,2,8,174375.605,105731.0,1
2330,7,7,4,10,174375.605,4761.58,1
2330,7,7,7,13,174375.605,18478.9,0
2331,10,10,2,11,145423.501,893.201,0
2331,10,10,2,11,145423.501,142283.0,0
2331,10,10,2,11,145423.501,2247.3,0
2332,9,9,3,11,18943.129999999997,1148.53,0
2332,9,9,5,13,18943.129999999997,17794.6,0
2333,4,4,2,5,60312.84,20841.8,1
2333,4,4,2,5,60312.84,7136.15,1
2333,4,4,2,5,60312.84,3925.49,1
2333,4,4,2,5,60312.84,17290.9,1
2333,4,4,3,6,60312.84,11118.5,1
2334,4,4,2,5,20983.85,6729.15,1
2334,4,4,2,5,20983.85,14254.7,1
2335,6,6,1,6,8381.96,8381.96,1
2336,3,3,1,3,164445.39,56187.5,1
2336,3,3,1,3,164445.39,15402.4,1
2336,3,3,1,3,164445.39,9278.89,1
2336,3,3,3,5,164445.39,83576.6,1
2337,8,8,1,8,664323.0,290274.0,1
2337,8,8,2,9,664323.0,211403.0,1
2337,8,8,2,9,664323.0,162646.0,1
2338,10,10,1,10,377941.99,9031.89,1
2338,10,10,1,10,377941.99,17999.6,1
2338,10,10,1,10,377941.99,29525.1,1
2338,10,10,2,11,377941.99,309425.0,0
2338,10,10,5,14,377941.99,11960.4,0
2339,9,9,2,10,64570.22,62286.3,1
2339,9,9,2,10,64570.22,2283.92,1
2340,7,7,3,9,15427.09,4411.29,1
2340,7,7,5,11,15427.09,11015.8,0
2341,5,5,1,5,102859.2,92844.5,1
2341,5,5,8,12,102859.2,10014.7,0
2342,4,4,2,5,215164.0,111103.0,1
2342,4,4,2,5,215164.0,91435.2,1
2342,4,4,2,5,215164.0,12625.8,1
2343,3,3,1,3,195795.2,83263.2,1
2343,3,3,3,5,195795.2,112532.0,1
2344,1,1,1,1,47087.729999999996,1123.01,1
2344,1,1,2,2,47087.729999999996,9120.42,1
2344,1,1,2,2,47087.729999999996,21781.6,1
2344,1,1,12,12,47087.729999999996,15062.7,0
2345,4,4,4,7,96161.23999999999,92777.4,1
2345,4,4,7,10,96161.23999999999,3383.84,1
2346,1,1,1,1,10481.2,10481.2,1
2347,3,3,2,4,35915.5,35915.5,1
2348,10,10,1,10,36881.197,29028.0,1
2348,10,10,2,11,36881.197,705.917,0
2348,10,10,3,12,36881.197,7147.28,0
2349,9,9,1,9,213221.44,49690.9,1
2349,9,9,2,10,213221.44,1012.57,1
2349,9,9,4,12,213221.44,153576.0,0
2349,9,9,5,13,213221.44,8941.97,0
2350,3,3,2,4,28789.6,28789.6,1
2351,2,2,1,2,32203.18,1004.58,1
2351,2,2,2,3,32203.18,31198.6,1
2352,3,3,2,4,376648.86,4226.26,1
2352,3,3,2,4,376648.86,354532.0,1
2352,3,3,3,5,376648.86,17890.6,1
2353,7,7,2,8,48813.55,14951.1,1
2353,7,7,2,8,48813.55,1316.74,1
2353,7,7,3,9,48813.55,1124.71,1
2353,7,7,4,10,48813.55,31421.0,1
2354,9,9,2,10,101980.0,48578.8,1
2354,9,9,2,10,101980.0,37759.1,1
2354,9,9,3,11,101980.0,15642.1,0
2355,1,1,2,2,581842.0210000001,35566.9,1
2355,1,1,2,2,581842.0210000001,5058.72,1
2355,1,1,2,2,581842.0210000001,20950.8,1
2355,1,1,2,2,581842.0210000001,7284.47,1
2355,1,1,2,2,581842.0210000001,512003.0,1
2355,1,1,3,3,581842.0210000001,978.131,1
2356,9,9,2,10,23704.8,23704.8,1
2357,10,10,1,10,57743.8,40410.3,1
2357,10,10,2,11,57743.8,17333.5,0
2358,4,4,2,5,7298.91,3070.12,1
2358,4,4,3,6,7298.91,3133.6,1
2358,4,4,4,7,7298.91,1095.19,1
2359,5,5,2,6,81891.53,4683.33,1
2359,5,5,2,6,81891.53,45773.1,1
2359,5,5,3,7,81891.53,31435.1,1
2360,10,10,2,11,41041.93,30267.8,0
2360,10,10,3,12,41041.93,7600.76,0
2360,10,10,4,13,41041.93,3173.37,0
2361,5,5,1,5,536796.06,475753.0,1
2361,5,5,2,6,536796.06,56900.6,1
2361,5,5,2,6,536796.06,4142.46,1
2362,1,1,3,3,75745.98999999999,43159.7,1
2362,1,1,4,4,75745.98999999999,27248.6,1
2362,1,1,5,5,75745.98999999999,5337.69,1
2363,9,9,1,9,109849.9,98798.0,1
2363,9,9,2,10,109849.9,11051.9,1
2364,5,5,2,6,436188.21,2637.99,1
2364,5,5,4,8,436188.21,352311.0,1
2364,5,5,8,12,436188.21,7724.52,0
2364,5,5,8,12,436188.21,36902.8,0
2364,5,5,10,14,436188.21,36611.9,0
2365,7,7,1,7,12902.59,11039.1,1
2365,7,7,1,7,12902.59,1863.49,1
2366,4,4,1,4,21881.2,11786.5,1
2366,4,4,4,7,21881.2,10094.7,1
2367,4,4,1,4,54036.19,1464.66,1
2367,4,4,2,5,54036.19,42977.9,1
2367,4,4,2,5,54036.19,9593.63,1
2368,4,4,1,4,28710.98,26676.0,1
2368,4,4,3,6,28710.98,2034.98,1
2369,4,4,2,5,105753.1,64630.4,1
2369,4,4,2,5,105753.1,41122.7,1
2370,3,3,2,4,86647.34,81152.2,1
2370,3,3,4,6,86647.34,5495.14,1
2371,8,8,1,8,403600.0,24355.2,1
2371,8,8,1,8,403600.0,24471.8,1
2371,8,8,1,8,403600.0,181525.0,1
2371,8,8,1,8,403600.0,173248.0,1
2372,3,3,2,4,236195.087,98480.1,1
2372,3,3,2,4,236195.087,18198.0,1
2372,3,3,2,4,236195.087,118531.0,1
2372,3,3,3,5,236195.087,985.987,1
2373,4,4,3,6,54.6381,54.6381,1
2374,8,8,2,9,7822.97,7822.97,1
2375,8,8,2,9,407123.54000000004,9698.58,1
2375,8,8,2,9,407123.54000000004,365721.0,1
2375,8,8,3,10,407123.54000000004,9350.76,1
2375,8,8,5,12,407123.54000000004,22353.2,0
2376,9,9,1,9,757293.93,1908.93,1
2376,9,9,1,9,757293.93,755385.0,1
2377,1,1,2,2,69212.27,63318.5,1
2377,1,1,5,5,69212.27,5893.77,1
2378,1,1,2,2,120886.7,104909.0,1
2378,1,1,2,2,120886.7,15977.7,1
2379,8,8,1,8,144446.14,3844.64,1
2379,8,8,1,8,144446.14,17358.4,1
2379,8,8,1,8,144446.14,16695.8,1
2379,8,8,3,10,144446.14,27188.1,1
2379,8,8,5,12,144446.14,79359.2,0
2380,1,1,2,2,299197.88,7584.88,1
2380,1,1,3,3,299197.88,291613.0,1
2381,5,5,1,5,165937.93,1492.49,1
2381,5,5,1,5,165937.93,148570.0,1
2381,5,5,1,5,165937.93,6385.12,1
2381,5,5,4,8,165937.93,9490.32,1
2382,1,1,6,6,59834.1,59834.1,1
2383,9,9,5,13,4769.98,4769.98,0
2384,6,6,1,6,21568.5,2174.87,1
2384,6,6,1,6,21568.5,2981.93,1
2384,6,6,1,6,21568.5,16411.7,1
2385,3,3,2,4,1867010.0,1867010.0,1
2386,2,2,2,3,41418.91,6731.41,1
2386,2,2,3,4,41418.91,34687.5,1
2387,3,3,2,4,218382.282,796.942,1
2387,3,3,2,4,218382.282,670.5,1
2387,3,3,2,4,218382.282,4790.43,1
2387,3,3,2,4,218382.282,1524.41,1
2387,3,3,2,4,218382.282,210600.0,1
2388,4,4,1,4,94339.3,30765.8,1
2388,4,4,2,5,94339.3,63573.5,1
2389,1,1,3,3,6596.33,6596.33,1
2390,8,8,1,8,104623.79999999999,2183.54,1
2390,8,8,2,9,104623.79999999999,1076.06,1
2390,8,8,2,9,104623.79999999999,30167.5,1
2390,8,8,7,14,104623.79999999999,71196.7,0
2391,2,2,2,3,162667.53,47784.7,1
2391,2,2,2,3,162667.53,48392.7,1
2391,2,2,2,3,162667.53,5142.43,1
2391,2,2,7,8,162667.53,61347.7,1
2392,9,9,1,9,75619.7,38931.4,1
2392,9,9,2,10,75619.7,15309.0,1
2392,9,9,2,10,75619.7,10244.5,1
2392,9,9,6,14,75619.7,11134.8,0
2393,2,2,1,2,54539.770000000004,22694.8,1
2393,2,2,1,2,54539.770000000004,23061.2,1
2393,2,2,4,5,54539.770000000004,8783.77,1
2394,7,7,1,7,138936.1,13750.1,1
2394,7,7,2,8,138936.1,125186.0,1
2395,6,6,2,7,360407.8,59613.8,1
2395,6,6,2,7,360407.8,262450.0,1
2395,6,6,4,9,360407.8,15064.9,1
2395,6,6,7,12,360407.8,23279.1,0
2396,6,6,2,7,95177.54000000001,10426.2,1
2396,6,6,4,9,95177.54000000001,32032.5,1
2396,6,6,6,11,95177.54000000001,4024.64,0
2396,6,6,9,14,95177.54000000001,48694.2,0
2397,4,4,2,5,84479.092,165.652,1
2397,4,4,3,6,84479.092,82205.1,1
2397,4,4,4,7,84479.092,2108.34,1
2398,2,2,1,2,653370.0,132723.0,1
2398,2,2,1,2,653370.0,147713.0,1
2398,2,2,2,3,653370.0,372934.0,1
2399,3,3,4,6,14904.9,14904.9,1
2400,2,2,2,3,121288.45,3372.55,1
2400,2,2,2,3,121288.45,107597.0,1
2400,2,2,5,6,121288.45,10318.9,1
2401,9,9,2,10,243438.66,8803.71,1
2401,9,9,2,10,243438.66,4067.95,1
2401,9,9,2,10,243438.66,230567.0,1
2402,8,8,2,9,2754687.413,5682.87,1
2402,8,8,2,9,2754687.413,2725380.0,1
2402,8,8,2,9,2754687.413,3473.77,1
2402,8,8,2,9,2754687.413,19732.1,1
2402,8,8,3,10,2754687.413,418.673,1
2403,6,6,2,7,20581.23,18548.8,1
2403,6,6,5,10,20581.23,2032.43,1
2404,9,9,3,11,11640.05,6182.4,0
2404,9,9,5,13,11640.05,5457.65,0
2405,6,6,9,14,14724.7,14724.7,0
2406,4,4,1,4,299538.17000000004,91682.3,1
2406,4,4,1,4,299538.17000000004,2085.21,1
2406,4,4,2,5,299538.17000000004,26362.9,1
2406,4,4,2,5,299538.17000000004,15901.7,1
2406,4,4,2,5,299538.17000000004,158245.0,1
2406,4,4,4,7,299538.17000000004,5261.06,1
2407,4,4,1,4,266058.63,6684.93,1
2407,4,4,2,5,266058.63,2586.8,1
2407,4,4,2,5,266058.63,150921.0,1
2407,4,4,2,5,266058.63,28345.3,1
2407,4,4,2,5,266058.63,77520.6,1
2408,7,7,1,7,39170.785,5061.77,1
2408,7,7,5,11,39170.785,562.015,0
2408,7,7,7,13,39170.785,33547.0,0
2409,9,9,1,9,15599.1,3354.0,1
2409,9,9,4,12,15599.1,12245.1,0
2410,6,6,1,6,566877.89,8879.69,1
2410,6,6,1,6,566877.89,151120.0,1
2410,6,6,2,7,566877.89,373460.0,1
2410,6,6,4,9,566877.89,33418.2,1
2411,10,10,1,10,54687.94,44720.9,1
2411,10,10,2,11,54687.94,2624.95,0
2411,10,10,4,13,54687.94,7342.09,0
2412,10,10,2,11,40448.4,28508.2,0
2412,10,10,6,15,40448.4,11940.2,0
2413,8,8,1,8,768843.04,589965.0,1
2413,8,8,1,8,768843.04,51484.0,1
2413,8,8,2,9,768843.04,37496.7,1
2413,8,8,2,9,768843.04,26617.3,1
2413,8,8,3,10,768843.04,54794.5,1
2413,8,8,5,12,768843.04,8485.54,0
2414,1,1,1,1,92916.70000000001,56704.4,1
2414,1,1,2,2,92916.70000000001,36212.3,1
2415,5,5,1,5,62659.399999999994,38811.7,1
2415,5,5,2,6,62659.399999999994,22476.7,1
2415,5,5,2,6,62659.399999999994,1371.0,1
2416,6,6,1,6,12480.96,1217.65,1
2416,6,6,2,7,12480.96,1531.63,1
2416,6,6,3,8,12480.96,3859.99,1
2416,6,6,4,9,12480.96,5871.69,1
2417,8,8,3,10,376015.6,219504.0,1
2417,8,8,3,10,376015.6,14453.6,1
2417,8,8,3,10,376015.6,142058.0,1
2418,9,9,3,11,221194.61,4430.12,0
2418,9,9,3,11,221194.61,4836.49,0
2418,9,9,6,14,221194.61,211928.0,0
2419,8,8,2,9,3821.44,3821.44,1
2420,3,3,1,3,131742.8,27463.4,1
2420,3,3,2,4,131742.8,33356.4,1
2420,3,3,6,8,131742.8,10779.2,1
2420,3,3,9,11,131742.8,60143.8,0
2421,1,1,1,1,82834.2,82834.2,1
2422,9,9,1,9,36134.3,36134.3,1
2423,5,5,1,5,459896.936,439131.0,1
2423,5,5,2,6,459896.936,330.136,1
2423,5,5,2,6,459896.936,20435.8,1
2424,10,10,2,11,44184.5,32181.2,0
2424,10,10,4,13,44184.5,12003.3,0
2425,8,8,2,9,49158.26,3219.0,1
2425,8,8,2,9,49158.26,3644.97,1
2425,8,8,2,9,49158.26,38728.1,1
2425,8,8,3,10,49158.26,3566.19,1
2426,2,2,1,2,35369.4,15929.9,1
2426,2,2,9,10,35369.4,19439.5,1
2427,3,3,1,3,5862.7,5862.7,1
2428,5,5,2,6,2807.58,2807.58,1
2429,6,6,1,6,35660.8,35660.8,1
2430,2,2,3,4,64579.04,8551.94,1
2430,2,2,4,5,64579.04,56027.1,1
2431,1,1,2,2,2366997.25,2313680.0,1
2431,1,1,2,2,2366997.25,15014.5,1
2431,1,1,3,3,2366997.25,36264.7,1
2431,1,1,4,4,2366997.25,2038.05,1
2432,5,5,1,5,226698.60000000003,19801.8,1
2432,5,5,1,5,226698.60000000003,39400.4,1
2432,5,5,2,6,226698.60000000003,94393.3,1
2432,5,5,2,6,226698.60000000003,73103.1,1
2433,5,5,1,5,10023.7,10023.7,1
2434,6,6,2,7,74675.0,74675.0,1
2435,7,7,2,8,268924.8,223082.0,1
2435,7,7,3,9,268924.8,34402.4,1
2435,7,7,4,10,268924.8,11440.4,1
2436,10,10,1,10,34382.7,18741.5,1
2436,10,10,6,15,34382.7,15641.2,0
2437,10,10,2,11,322581.20999999996,42819.0,0
2437,10,10,2,11,322581.20999999996,15052.9,0
2437,10,10,2,11,322581.20999999996,6098.11,0
2437,10,10,2,11,322581.20999999996,40796.2,0
2437,10,10,11,20,322581.20999999996,217815.0,0
2438,7,7,1,7,70113.25,43340.4,1
2438,7,7,3,9,70113.25,7298.8,1
2438,7,7,6,12,70113.25,10002.7,0
2438,7,7,7,13,70113.25,9471.35,0
2439,5,5,1,5,1653299.0,425969.0,1
2439,5,5,1,5,1653299.0,403715.0,1
2439,5,5,2,6,1653299.0,432731.0,1
2439,5,5,2,6,1653299.0,288536.0,1
2439,5,5,5,9,1653299.0,102348.0,1
2440,3,3,2,4,48835.43,2213.53,1
2440,3,3,3,5,48835.43,44313.9,1
2440,3,3,6,8,48835.43,2308.0,1
2441,4,4,2,5,17981.308,387.308,1
2441,4,4,2,5,17981.308,17594.0,1
2442,1,1,3,3,54945.83,3102.43,1
2442,1,1,4,4,54945.83,51843.4,1
2443,3,3,2,4,377157.96,4500.96,1
2443,3,3,2,4,377157.96,372657.0,1
2444,10,10,1,10,128564.70000000001,28292.1,1
2444,10,10,2,11,128564.70000000001,98209.0,0
2444,10,10,2,11,128564.70000000001,2063.6,0
2445,2,2,1,2,289399.68999999994,2663.97,1
2445,2,2,1,2,289399.68999999994,12770.5,1
2445,2,2,3,4,289399.68999999994,270692.0,1
2445,2,2,4,5,289399.68999999994,3273.22,1
2446,1,1,2,2,233046.8,12376.0,1
2446,1,1,2,2,233046.8,24282.3,1
2446,1,1,2,2,233046.8,68515.5,1
2446,1,1,3,3,233046.8,72985.0,1
2446,1,1,5,5,233046.8,54888.0,1
2447,4,4,2,5,32645.7,21560.4,1
2447,4,4,6,9,32645.7,11085.3,1
2448,6,6,3,8,54034.6,54034.6,1
2449,3,3,1,3,3794.95,3794.95,1
2450,10,10,2,11,6473.16,6473.16,0
2451,9,9,2,10,204002.0,204002.0,1
2452,10,10,2,11,74762.6,62547.3,0
2452,10,10,2,11,74762.6,12215.3,0
2453,4,4,8,11,62110.4,62110.4,0
2454,4,4,2,5,86922.99,47353.8,1
2454,4,4,4,7,86922.99,36769.9,1
2454,4,4,5,8,86922.99,2799.29,1
2455,6,6,1,6,11309.22,8786.71,1
2455,6,6,3,8,11309.22,2522.51,1
2456,6,6,2,7,3254.81,3254.81,1
2457,6,6,1,6,28592.54,12235.3,1
2457,6,6,1,6,28592.54,1104.84,1
2457,6,6,2,7,28592.54,15252.4,1
2458,4,4,2,5,54399.668,900.168,1
2458,4,4,3,6,54399.668,53499.5,1
2459,1,1,2,2,29728.684999999998,677.885,1
2459,1,1,2,2,29728.684999999998,29050.8,1
2460,5,5,1,5,578783.0,181207.0,1
2460,5,5,1,5,578783.0,59531.8,1
2460,5,5,2,6,578783.0,74617.4,1
2460,5,5,3,7,578783.0,39011.3,1
2460,5,5,3,7,578783.0,68457.5,1
2460,5,5,5,9,578783.0,155958.0,1
2461,6,6,1,6,48034.6,25406.0,1
2461,6,6,3,8,48034.6,22628.6,1
2462,8,8,1,8,4008.432,3803.18,1
2462,8,8,2,9,4008.432,205.252,1
2463,10,10,1,10,159625.0,50695.0,1
2463,10,10,4,13,159625.0,108930.0,0
2464,6,6,2,7,118809.48,27389.6,1
2464,6,6,2,7,118809.48,8887.18,1
2464,6,6,2,7,118809.48,61366.1,1
2464,6,6,2,7,118809.48,21166.6,1
2465,9,9,2,10,157424.23,30504.5,1
2465,9,9,2,10,157424.23,34525.6,1
2465,9,9,3,11,157424.23,87408.2,0
2465,9,9,3,11,157424.23,4985.93,0
2466,5,5,1,5,81558.454,15815.3,1
2466,5,5,1,5,81558.454,33310.2,1
2466,5,5,1,5,81558.454,582.484,1
2466,5,5,1,5,81558.454,30415.6,1
2466,5,5,5,9,81558.454,1434.87,1
2467,8,8,1,8,116086.18000000001,91485.8,1
2467,8,8,1,8,116086.18000000001,23444.8,1
2467,8,8,1,8,116086.18000000001,1155.58,1
2468,8,8,3,10,38653.11,33681.7,1
2468,8,8,3,10,38653.11,4971.41,1
2469,4,4,1,4,44883.702,7586.18,1
2469,4,4,2,5,44883.702,215.322,1
2469,4,4,3,6,44883.702,37082.2,1
2470,6,6,2,7,18530.230000000003,9783.03,1
2470,6,6,4,9,18530.230000000003,8747.2,1
2471,9,9,1,9,96472.623,765.023,1
2471,9,9,3,11,96472.623,95707.6,0
2472,10,10,2,11,119678.508,65312.7,0
2472,10,10,2,11,119678.508,696.108,0
2472,10,10,2,11,119678.508,25896.9,0
2472,10,10,3,12,119678.508,12028.8,0
2472,10,10,3,12,119678.508,15744.0,0
2473,1,1,1,1,277258.17000000004,2992.93,1
2473,1,1,1,1,277258.17000000004,5275.24,1
2473,1,1,2,2,277258.17000000004,128170.0,1
2473,1,1,4,4,277258.17000000004,140820.0,1
2474,1,1,1,1,551581.69,115714.0,1
2474,1,1,2,2,551581.69,430971.0,1
2474,1,1,12,12,551581.69,4896.69,0
2475,6,6,1,6,49066.600000000006,18420.4,1
2475,6,6,1,6,49066.600000000006,30646.2,1
2476,7,7,1,7,245184.72999999998,5246.43,1
2476,7,7,2,8,245184.72999999998,30449.3,1
2476,7,7,3,9,245184.72999999998,209489.0,1
2477,3,3,1,3,36173.29,35737.4,1
2477,3,3,3,5,36173.29,435.89,1
2478,3,3,1,3,577368.0,221988.0,1
2478,3,3,4,6,577368.0,355380.0,1
2479,8,8,1,8,181026.02,21055.2,1
2479,8,8,1,8,181026.02,1845.82,1
2479,8,8,2,9,181026.02,158125.0,1
2480,4,4,1,4,413505.55,362857.0,1
2480,4,4,1,4,413505.55,46560.9,1
2480,4,4,2,5,413505.55,4087.65,1
2481,5,5,3,7,15133.3,15133.3,1
2482,6,6,2,7,223265.0,223265.0,1
2483,9,9,2,10,263221.4,27931.1,1
2483,9,9,2,10,263221.4,165248.0,1
2483,9,9,3,11,263221.4,1381.7,0
2483,9,9,3,11,263221.4,11078.9,0
2483,9,9,8,16,263221.4,57581.7,0
2484,8,8,1,8,127229.35,122803.0,1
2484,8,8,2,9,127229.35,4426.35,1
2485,3,3,2,4,269219.13,12951.1,1
2485,3,3,2,4,269219.13,43524.9,1
2485,3,3,2,4,269219.13,52764.4,1
2485,3,3,2,4,269219.13,6813.73,1
2485,3,3,5,7,269219.13,153165.0,1
2486,3,3,1,3,13961.3,13961.3,1
2487,3,3,1,3,66707.59,5281.24,1
2487,3,3,1,3,66707.59,7038.25,1
2487,3,3,1,3,66707.59,54388.1,1
2488,3,3,1,3,6921.883,2538.36,1
2488,3,3,2,4,6921.883,3944.09,1
2488,3,3,3,5,6921.883,439.433,1
2489,4,4,1,4,217606.6,114225.0,1
2489,4,4,2,5,217606.6,25465.6,1
2489,4,4,4,7,217606.6,77916.0,1
2490,6,6,1,6,398211.97,2238.87,1
2490,6,6,1,6,398211.97,44514.0,1
2490,6,6,1,6,398211.97,36391.8,1
2490,6,6,2,7,398211.97,12859.3,1
2490,6,6,3,8,398211.97,302208.0,1
2491,1,1,1,1,14436.84,3915.53,1
2491,1,1,2,2,14436.84,7828.6,1
2491,1,1,4,4,14436.84,2692.71,1
2492,1,1,8,8,16957.1,16957.1,1
2493,5,5,1,5,154884.62,55761.5,1
2493,5,5,2,6,154884.62,39344.3,1
2493,5,5,2,6,154884.62,3798.7,1
2493,5,5,2,6,154884.62,53829.7,1
2493,5,5,5,9,154884.62,2150.42,1
2494,7,7,2,8,19945.4,19945.4,1
2495,1,1,1,1,169201.3,54634.1,1
2495,1,1,2,2,169201.3,59529.7,1
2495,1,1,4,4,169201.3,55037.5,1
2496,9,9,1,9,540879.2880000001,452.988,1
2496,9,9,1,9,540879.2880000001,416337.0,1
2496,9,9,2,10,540879.2880000001,16270.5,1
2496,9,9,2,10,540879.2880000001,80638.7,1
2496,9,9,3,11,540879.2880000001,27180.1,0
2497,3,3,6,8,253677.0,253677.0,1
2498,5,5,2,6,6268436.5,14606.5,1
2498,5,5,2,6,6268436.5,6253830.0,1
2499,3,3,1,3,287372.58999999997,15897.2,1
2499,3,3,1,3,287372.58999999997,8889.75,1
2499,3,3,2,4,287372.58999999997,9505.44,1
2499,3,3,2,4,287372.58999999997,32915.2,1
2499,3,3,4,6,287372.58999999997,220165.0,1
2500,5,5,2,6,13866.869999999999,4408.39,1
2500,5,5,4,8,13866.869999999999,9458.48,1
2501,3,3,2,4,73366.707,5823.16,1
2501,3,3,2,4,73366.707,534.797,1
2501,3,3,2,4,73366.707,19904.7,1
2501,3,3,3,5,73366.707,6347.75,1
2501,3,3,4,6,73366.707,20911.1,1
2501,3,3,10,12,73366.707,19845.2,0
2502,2,2,1,2,148980.7,133846.0,1
2502,2,2,1,2,148980.7,15134.7,1
2503,4,4,2,5,532295.0,269697.0,1
2503,4,4,2,5,532295.0,150341.0,1
2503,4,4,3,6,532295.0,112257.0,1
2504,10,10,1,10,23952.76,9623.98,1
2504,10,10,2,11,23952.76,8662.41,0
2504,10,10,5,14,23952.76,5666.37,0
2505,8,8,3,10,255507.56,4432.16,1
2505,8,8,3,10,255507.56,80354.9,1
2505,8,8,3,10,255507.56,27829.5,1
2505,8,8,10,17,255507.56,142891.0,0
2506,8,8,2,9,10888.1,10888.1,1
2507,4,4,2,5,15909.52,6520.02,1
2507,4,4,2,5,15909.52,9389.5,1
2508,10,10,2,11,4489969.71,5367.0,0
2508,10,10,2,11,4489969.71,1312.71,0
2508,10,10,3,12,4489969.71,4483290.0,0
2509,4,4,2,5,424132.04000000004,100640.0,1
2509,4,4,3,6,424132.04000000004,128668.0,1
2509,4,4,3,6,424132.04000000004,4969.64,1
2509,4,4,3,6,424132.04000000004,14670.4,1
2509,4,4,3,6,424132.04000000004,175184.0,1
2510,5,5,1,5,96555.33,92512.7,1
2510,5,5,2,6,96555.33,4042.63,1
2511,4,4,1,4,772.723,772.723,1
2512,2,2,2,3,217991.0,188408.0,1
2512,2,2,4,5,217991.0,29583.0,1
2513,3,3,1,3,49259.55,4735.73,1
2513,3,3,1,3,49259.55,20816.7,1
2513,3,3,2,4,49259.55,14541.7,1
2513,3,3,3,5,49259.55,9165.42,1
2514,2,2,2,3,309392.87,108995.0,1
2514,2,2,3,4,309392.87,197557.0,1
2514,2,2,4,5,309392.87,2840.87,1
2515,6,6,2,7,90519.29999999999,24054.7,1
2515,6,6,2,7,90519.29999999999,48214.0,1
2515,6,6,2,7,90519.29999999999,18250.6,1
2516,4,4,2,5,1255280.89,6170.89,1
2516,4,4,3,6,1255280.89,1249110.0,1
2517,8,8,1,8,11570.9,11570.9,1
2518,6,6,2,7,147554.1,2979.1,1
2518,6,6,15,20,147554.1,144575.0,0
2519,4,4,2,5,60024.66,5964.89,1
2519,4,4,2,5,60024.66,8111.27,1
2519,4,4,2,5,60024.66,18808.5,1
2519,4,4,4,7,60024.66,27140.0,1
2520,7,7,1,7,163092.2,25004.5,1
2520,7,7,1,7,163092.2,7828.8,1
2520,7,7,1,7,163092.2,70694.0,1
2520,7,7,2,8,163092.2,37296.5,1
2520,7,7,2,8,163092.2,22268.4,1
2521,3,3,1,3,10364.7,10364.7,1
2522,2,2,5,6,22686.879999999997,21202.3,1
2522,2,2,15,16,22686.879999999997,1484.58,0
2523,8,8,1,8,247545.72,12601.9,1
2523,8,8,2,9,247545.72,173310.0,1
2523,8,8,2,9,247545.72,51983.9,1
2523,8,8,3,10,247545.72,9649.92,1
2524,6,6,1,6,1020279.9,54747.5,1
2524,6,6,1,6,1020279.9,10149.4,1
2524,6,6,2,7,1020279.9,438108.0,1
2524,6,6,2,7,1020279.9,517275.0,1
2525,8,8,1,8,54973.42,36684.3,1
2525,8,8,1,8,54973.42,5368.82,1
2525,8,8,4,11,54973.42,12920.3,0
2526,1,1,1,1,26444.77,2045.0,1
2526,1,1,1,1,26444.77,1446.76,1
2526,1,1,3,3,26444.77,7013.51,1
2526,1,1,3,3,26444.77,15939.5,1
2527,6,6,2,7,83089.13,2758.02,1
2527,6,6,2,7,83089.13,34931.4,1
2527,6,6,2,7,83089.13,4482.51,1
2527,6,6,3,8,83089.13,40917.2,1
2528,2,2,1,2,33385.396,19457.0,1
2528,2,2,2,3,33385.396,13311.3,1
2528,2,2,3,4,33385.396,617.096,1
2529,2,2,1,2,35347.1,33645.7,1
2529,2,2,3,4,35347.1,1701.4,1
2530,8,8,1,8,134640.771,2572.96,1
2530,8,8,1,8,134640.771,16459.5,1
2530,8,8,2,9,134640.771,648.377,1
2530,8,8,3,10,134640.771,5949.32,1
2530,8,8,3,10,134640.771,114.614,1
2530,8,8,3,10,134640.771,108896.0,1
2531,10,10,1,10,4217.51,4217.51,1
2532,3,3,2,4,181163.83,176404.0,1
2532,3,3,3,5,181163.83,4759.83,1
2533,3,3,5,7,89740.5,89740.5,1
2534,2,2,2,3,47860.095,47383.4,1
2534,2,2,3,4,47860.095,476.695,1
2535,9,9,1,9,10746.59,7989.5,1
2535,9,9,2,10,10746.59,2757.09,1
2536,2,2,2,3,62492.0,16547.4,1
2536,2,2,2,3,62492.0,45944.6,1
2537,7,7,2,8,56388.793999999994,1931.61,1
2537,7,7,3,9,56388.793999999994,52656.2,1
2537,7,7,4,10,56388.793999999994,651.534,1
2537,7,7,14,20,56388.793999999994,1149.45,0
